word_sample_id,word_id,sample_order,sample_sentence
298,149,2,The office closes at five.
299,150,1,We saw the officer near the window.
300,150,2,My friend described the officer very clearly.
301,151,1,I often drink tea after dinner.
302,151,2,She often walks to school.
303,152,1,My old phone still works.
304,152,2,The old man walked slowly.
305,153,1,The Olympics are on TV tonight.
306,153,2,Many athletes train for the Olympics.
307,154,1,The phone is on the desk.
308,154,2,We met on Monday morning.
309,155,1,Open your book to page ten.
310,155,2,She wrote notes on the page.
311,156,1,She will paint the wall blue.
312,156,2,The paint on the door is dry.
313,157,1,The painting hangs above the sofa.
314,157,2,She is painting a small flower.
315,158,1,I bought a pair of shoes.
316,158,2,This pair of socks is clean.
317,159,1,People gathered outside the palace.
318,159,2,The old palace looked clean and bright.
319,160,1,His pants are black.
320,160,2,She put her pants in the closet.
321,161,1,The paper was on the wooden table.
322,161,2,My brother carried the paper to school.
323,162,1,Read the first paragraph slowly.
324,162,2,The paragraph has five sentences.
325,163,1,"Pardon me, where is the station?"
326,163,2,I asked for pardon after my mistake.
327,164,1,The parent arrived early for work.
328,164,2,Everyone thanked the parent after lunch.
329,165,1,The team will park the issue tomorrow.
330,165,2,I hope to park this skill with practice.
331,166,1,A quarter of the cake is left.
332,166,2,The game starts after a quarter hour.
333,167,1,The teacher asked a simple question.
334,167,2,Please question the answer if it seems wrong.
335,168,1,She quickly closed the door.
336,168,2,He quickly answered the question.
337,169,1,The library is quiet today.
338,169,2,Please be quiet during the test.
339,170,1,He pointed to the rabbit on the page.
340,170,2,The rabbit appeared near the end of the story.
341,171,1,I cleaned the radio before dinner.
342,171,2,The small radio fell from the shelf.
343,172,1,The children like to rain after school.
344,172,2,We watched the birds rain near the trees.
345,173,1,It is a rainy day.
346,173,2,She wore boots in the rainy weather.
347,174,1,We saw the rat near the window.
348,174,2,My friend described the rat very clearly.
349,175,1,They plan to read the problem this week.
350,175,2,She tried to read the task before dinner.
351,176,1,He pointed to the reader on the page.
352,176,2,The reader appeared near the end of the story.
353,177,1,The reading answer was easy to understand.
354,177,2,We found a reading place to rest.
355,178,1,Dinner is ready now.
356,178,2,I am ready for the lesson.
357,179,1,This is a real diamond.
358,179,2,His story felt real to me.
359,180,1,I was sad when I heard the news.
360,180,2,They seemed sad at the end of the day.
361,181,1,The sailor helped a child near the door.
362,181,2,A friendly sailor smiled during the meeting.
363,182,1,The salad tasted good with tea.
364,182,2,My sister put the salad on a plate.
365,183,1,The shop has a big sale today.
366,183,2,The sale of tickets starts at noon.
367,184,1,We have the same bag.
368,184,2,The answer is the same as mine.
369,185,1,He ate a sandwich for lunch.
370,185,2,The sandwich had cheese and tomato.
371,186,1,We visit grandma on Saturday.
372,186,2,Saturday is my favorite day.
373,187,1,Please save your work before closing the file.
374,187,2,The firefighter tried to save the cat.
375,188,1,I saw a red bird in the garden.
376,188,2,He used a saw to cut the wood.
377,189,1,He will say to his friend tonight.
378,189,2,The manager chose to say the team clearly.
379,190,1,The children go to school by bus.
380,190,2,Our school has a small garden.
381,191,1,Put the glass on the table.
382,191,2,The table shows the test results.
383,192,1,The team will take the issue tomorrow.
384,192,2,I hope to take this skill with practice.
385,193,1,Please talk clearly before you leave.
386,193,2,The teacher will talk the class after lunch.
387,194,1,The tall tree is near the house.
388,194,2,My brother is tall for his age.
389,195,1,I cleaned the taxi before dinner.
390,195,2,The small taxi fell from the shelf.
391,196,1,She ate a tea after school.
392,196,2,He bought a fresh tea at the market.
393,197,1,She tried to teach the news calmly.
394,197,2,They asked him to teach the story again.
395,198,1,A young teacher waited outside the room.
396,198,2,The teacher spoke kindly to us.
397,199,1,Our team won the game.
398,199,2,She joined the school team.
399,200,1,Technology changes our daily life.
400,200,2,The class used technology for the project.
401,201,1,I cleaned the telephone before dinner.
402,201,2,The small telephone fell from the shelf.
403,202,1,The old wall looked ugly.
404,202,2,He drew an ugly monster.
405,203,1,Take an umbrella because it may rain.
406,203,2,Her umbrella is yellow.
407,204,1,A young uncle waited outside the room.
408,204,2,The uncle spoke kindly to us.
409,205,1,The ball is under the bed.
410,205,2,The cat hid under the chair.
411,206,1,Please underline the correct answer.
412,206,2,I underline new words in my book.
413,207,1,I waited until six o’clock.
414,207,2,Stay here until I return.
415,208,1,She looked up at the sky.
416,208,2,He picked up the pencil.
417,209,1,The teacher gave us homework.
418,209,2,My uncle drove us to the station.
419,210,1,The team will use the issue tomorrow.
420,210,2,I hope to use this skill with practice.
421,211,1,I usually wake up at seven.
422,211,2,She usually studies after dinner.
423,212,1,We went to İzmir on vacation.
424,212,2,My vacation starts next week.
425,213,1,I cleaned the vase before dinner.
426,213,2,The small vase fell from the shelf.
427,214,1,Carrot is a healthy vegetable.
428,214,2,She cut a vegetable for the soup.
429,215,1,This tea is very hot.
430,215,2,He is very good at math.
431,216,1,I cleaned the video before dinner.
432,216,2,The small video fell from the shelf.
433,217,1,They plan to visit the problem this week.
434,217,2,She tried to visit the task before dinner.
435,218,1,The volleyball was on the wooden table.
436,218,2,My brother carried the volleyball to school.
437,219,1,The team will vote the issue tomorrow.
438,219,2,I hope to vote this skill with practice.
439,220,1,The children like to wait after school.
440,220,2,We watched the birds wait near the trees.
441,221,1,The waiter brought the menu.
442,221,2,A waiter cleaned the table.
443,222,1,The waitress smiled at the guests.
444,222,2,A waitress gave us water.
445,223,1,The children like to wake after school.
446,223,2,We watched the birds wake near the trees.
447,224,1,She began to walk when the music started.
448,224,2,They will walk outside if the weather is good.
449,225,1,I cleaned the wall before dinner.
450,225,2,The small wall fell from the shelf.
451,226,1,They plan to want the problem this week.
452,226,2,She tried to want the task before dinner.
453,227,1,The war changed many families.
454,227,2,The film is about a long war.
455,228,1,The soup is warm and ready to eat.
456,228,2,A warm jacket helps in winter.
457,229,1,The room was quiet at night.
458,229,2,He was happy after the match.
459,230,1,The yard was quiet in the morning.
460,230,2,We found the yard at the end of the street.
461,231,1,We saw the year near the window.
462,231,2,My friend described the year very clearly.
463,232,1,The yellow bus stopped outside.
464,232,2,She wore a yellow dress.
465,233,1,"Yes, I can help you."
466,233,2,She said yes to the invitation.
467,234,1,He answered yesterday when the teacher asked.
468,234,2,The machine moved yesterday across the floor.
469,235,1,I have not finished my homework yet.
470,235,2,The soup is hot yet easy to eat.
471,236,1,You can sit next to me.
472,236,2,I will help you after class.
473,237,1,The young answer was easy to understand.
474,237,2,We found a young place to rest.
475,238,1,Please bring your notebook tomorrow.
476,238,2,Your bike is outside the house.
477,239,1,This blue bag is yours.
478,239,2,The last ticket is yours.
479,240,1,We saw lions at the zoo.
480,240,2,The zoo opens at ten.
481,241,1,The report described the ability clearly.
482,241,2,We noticed the ability during the project.
483,242,1,She wants to study abroad next year.
484,242,2,My uncle lives abroad now.
485,243,1,The team will accept the issue tomorrow.
486,243,2,I hope to accept this skill with practice.
487,244,1,The acceptable room felt calm and safe.
488,244,2,She chose an acceptable jacket for the trip.
489,245,1,The accident happened near the school.
490,245,2,No one was hurt in the accident.
491,246,1,We saw the account near the window.
492,246,2,My friend described the account very clearly.
493,247,1,They plan to achieve the problem this week.
494,247,2,She tried to achieve the task before dinner.
495,248,1,We walked across the bridge.
496,248,2,The shop is across the street.
497,249,1,We saw the act near the window.
498,249,2,My friend described the act very clearly.
499,250,1,The system behaved actually during the test.
500,250,2,The result changed actually in the study.
501,251,1,The class discussed the addition after the video.
502,251,2,This example shows the addition clearly.
503,252,1,The mountains were in the background.
504,252,2,Her background helped her get the job.
505,253,1,She spoke badly during the meeting.
506,253,2,The team worked badly on the final task.
507,254,1,We played badminton in the garden.
508,254,2,Badminton is fun with friends.
509,255,1,Please bake this before you add more salt.
510,255,2,They decided to bake at home tonight.
511,256,1,The balcony was part of the story.
512,256,2,She noticed the balcony during the lesson.
513,257,1,He pointed to the balloon on the page.
514,257,2,The balloon appeared near the end of the story.
515,258,1,We saw the banking near the window.
516,258,2,My friend described the banking very clearly.
517,259,1,The barbecue was part of the story.
518,259,2,She noticed the barbecue during the lesson.
519,260,1,The barber arrived early for work.
520,260,2,Everyone thanked the barber after lunch.
521,261,1,This jacket was a real bargain.
522,261,2,They bargain at the small market.
523,262,1,The lamp has a heavy base.
524,262,2,This idea is the base of the plan.
525,263,1,He pointed to the cab on the page.
526,263,2,The cab appeared near the end of the story.
527,264,1,People gathered outside the cafeteria.
528,264,2,The old cafeteria looked clean and bright.
529,265,1,The calendar was part of the story.
530,265,2,She noticed the calendar during the lesson.
531,266,1,He pointed to the camping on the page.
532,266,2,The camping appeared near the end of the story.
533,267,1,People gathered outside the campus.
534,267,2,The old campus looked clean and bright.
535,268,1,Ankara is the capital of Türkiye.
536,268,2,The company needs more capital to grow.
537,269,1,The captain arrived early for work.
538,269,2,Everyone thanked the captain after lunch.
539,270,1,We shared the carrot at lunch.
540,270,2,The cook used carrot in the meal.
541,271,1,I paid for the ticket in cash.
542,271,2,She keeps cash in her wallet.
543,272,1,He pointed to the cassette on the page.
544,272,2,The cassette appeared near the end of the story.
545,273,1,People gathered outside the castle.
546,273,2,The old castle looked clean and bright.
547,274,1,I have a daily English lesson.
548,274,2,She checks her email daily.
549,275,1,He pointed to the dam on the page.
550,275,2,The dam appeared near the end of the story.
551,276,1,A young dancer waited outside the room.
552,276,2,The dancer spoke kindly to us.
553,277,1,The sign warned us about danger.
554,277,2,Fire can be a serious danger.
555,278,1,This dangerous example helped the students.
556,278,2,The report used a dangerous idea clearly.
557,279,1,We saw the daylight near the window.
558,279,2,My friend described the daylight very clearly.
559,280,1,The dead room felt calm and safe.
560,280,2,She chose a dead jacket for the trip.
561,281,1,They made a deal after the meeting.
562,281,2,I can deal with this small problem.
563,282,1,The death changed the final result.
564,282,2,The story included a clear death.
565,283,1,The debate was part of the story.
566,283,2,She noticed the debate during the lesson.
567,284,1,We need to decide the plan carefully.
568,284,2,He decided to decide it after the meeting.
569,285,1,The team will earn the issue tomorrow.
570,285,2,I hope to earn this skill with practice.
571,286,1,The earring room felt calm and safe.
572,286,2,She chose an earring jacket for the trip.
573,287,1,The class discussed the earth after the video.
574,287,2,This example shows the earth clearly.
575,288,1,We saw the earthquake near the window.
576,288,2,My friend described the earthquake very clearly.
577,289,1,She spoke easily during the meeting.
578,289,2,The team worked easily on the final task.
579,290,1,He pointed to the east on the page.
580,290,2,The east appeared near the end of the story.
581,291,1,A young editor waited outside the room.
582,291,2,The editor spoke kindly to us.
583,292,1,Education helps people find better jobs.
584,292,2,The school gives free education to children.
585,293,1,This educational example helped the students.
586,293,2,The report used an educational idea clearly.
587,294,1,The medicine had a quick effect.
588,294,2,Rain has an effect on the match.
589,295,1,Your effort made the project better.
590,295,2,She put a lot of effort into the exam.
591,296,1,This fact surprised the class.
592,296,2,I wrote one fact in my notebook.
593,297,1,I saw him fail near the park.
594,297,2,The crowd waited for the show to fail.
595,298,1,He answered fairly when the teacher asked.
596,298,2,The machine moved fairly across the floor.
597,299,1,Leaves fall from the trees in autumn.
598,299,2,Fall is my favorite season.
599,300,1,The familiar answer was easy to understand.
600,300,2,We found a familiar place to rest.
601,301,1,The report described the fancy clearly.
602,301,2,We noticed the fancy during the project.
603,302,1,This fantastic example helped the students.
604,302,2,The report used a fantastic idea clearly.
605,303,1,They walked far through the quiet hall.
606,303,2,The student listened far to the story.
607,304,1,The bus fare is two lira.
608,304,2,She asked about the train fare.
609,305,1,It was a fascinating day for a walk.
610,305,2,He gave me a fascinating smile after class.
611,306,1,She follows fashion magazines.
612,306,2,That jacket is in fashion now.
613,307,1,They waited near the gallery after lunch.
614,307,2,She took a photo of the gallery in town.
615,308,1,The garage was quiet in the morning.
616,308,2,We found the garage at the end of the street.
617,309,1,We saw a garlic pattern in the results.
618,309,2,His garlic style made the story stronger.
619,310,1,The car needs gas before the trip.
620,310,2,The gas from the stove smelled strange.
621,311,1,The gate was quiet in the morning.
622,311,2,We found the gate at the end of the street.
623,312,1,I saw him gather near the park.
624,312,2,The crowd waited for the show to gather.
625,313,1,The gender was part of the story.
626,313,2,She noticed the gender during the lesson.
627,314,1,My generation uses phones every day.
628,314,2,Each generation has different music.
629,315,1,The gentle answer was easy to understand.
630,315,2,We found a gentle place to rest.
631,316,1,The given room felt calm and safe.
632,316,2,She chose a given jacket for the trip.
633,317,1,He pointed to the globe on the page.
634,317,2,The globe appeared near the end of the story.
635,318,1,I bought a half-price ticket online.
636,318,2,The shop sells half-price shoes today.
637,319,1,She ate a ham after school.
638,319,2,He bought a fresh ham at the market.
639,320,1,He pointed to the handbag on the page.
640,320,2,The handbag appeared near the end of the story.
641,321,1,The handicapped answer was easy to understand.
642,321,2,We found a handicapped place to rest.
643,322,1,Hold the cup by its handle.
644,322,2,She can handle the task alone.
645,323,1,They walked happily through the quiet hall.
646,323,2,The student listened happily to the story.
647,324,1,The happiness changed the final result.
648,324,2,The story included a clear happiness.
649,325,1,She spoke hardly during the meeting.
650,325,2,The team worked hardly on the final task.
651,326,1,We need to harm the plan carefully.
652,326,2,He decided to harm it after the meeting.
653,327,1,The harmful answer was easy to understand.
654,327,2,We found a harmful place to rest.
655,328,1,The singers performed in harmony.
656,328,2,The colors worked together in harmony.
657,329,1,He pointed to the id on the page.
658,329,2,The id appeared near the end of the story.
659,330,1,The ill answer was easy to understand.
660,330,2,We found an ill place to rest.
661,331,1,The illegal detail changed the whole plan.
662,331,2,She gave an illegal answer in class.
663,332,1,The class discussed the image after the video.
664,332,2,This example shows the image clearly.
665,333,1,Children use imagination when they play.
666,333,2,The story shows great imagination.
667,334,1,The impact was part of the story.
668,334,2,She noticed the impact during the lesson.
669,335,1,The child was impatient in the dark room.
670,335,2,My friend became impatient during the lesson.
671,336,1,The teacher explained the importance of sleep.
672,336,2,We understand the importance of clean water.
673,337,1,She spoke importantly during the meeting.
674,337,2,The team worked importantly on the final task.
675,338,1,It was an impossible day for a walk.
676,338,2,He gave me an impossible smile after class.
677,339,1,The team will impress the issue tomorrow.
678,339,2,I hope to impress this skill with practice.
679,340,1,I put strawberry jam on my bread.
680,340,2,We were late because of a traffic jam.
681,341,1,The jelly tasted good with tea.
682,341,2,My sister put the jelly on a plate.
683,342,1,The team will joke the issue tomorrow.
684,342,2,I hope to joke this skill with practice.
685,343,1,The journey was part of the story.
686,343,2,She noticed the journey during the lesson.
687,344,1,He pointed to the joy on the page.
688,344,2,The joy appeared near the end of the story.
689,345,1,The junior answer was easy to understand.
690,345,2,We found a junior place to rest.
691,346,1,The junk was part of the story.
692,346,2,She noticed the junk during the lesson.
693,347,1,He pointed to the killer on the page.
694,347,2,The killer appeared near the end of the story.
695,348,1,We saw the kilo near the window.
696,348,2,My friend described the kilo very clearly.
697,349,1,She spoke kindly during the meeting.
698,349,2,The team worked kindly on the final task.
699,350,1,The kingdom was quiet in the morning.
700,350,2,We found the kingdom at the end of the street.
701,351,1,We saw the kit near the window.
702,351,2,My friend described the kit very clearly.
703,352,1,They plan to knock the problem this week.
704,352,2,She tried to knock the task before dinner.
705,353,1,Reading gives you more knowledge.
706,353,2,Her knowledge of history is strong.
707,354,1,A lack of sleep can make you tired.
708,354,2,The team noticed a lack of clear rules.
709,355,1,They waited near the lake after lunch.
710,355,2,She took a photo of the lake in town.
711,356,1,He pointed to the lamp on the page.
712,356,2,The lamp appeared near the end of the story.
713,357,1,The plane will land at noon.
714,357,2,They bought land near the village.
715,358,1,The landscape was part of the story.
716,358,2,She noticed the landscape during the lesson.
717,359,1,He pointed to the lane on the page.
718,359,2,The lane appeared near the end of the story.
719,360,1,We saw the last near the window.
720,360,2,My friend described the last very clearly.
721,361,1,The latest room felt calm and safe.
722,361,2,She chose a latest jacket for the trip.
723,362,1,It was a latter day for a walk.
724,362,2,He gave me a latter smile after class.
725,363,1,The law protects workers.
726,363,2,He studies law at university.
727,364,1,The lawyer helped a child near the door.
728,364,2,A friendly lawyer smiled during the meeting.
729,365,1,It was a mad day for a walk.
730,365,2,He gave me a mad smile after class.
731,366,1,We saw a magic pattern in the results.
732,366,2,His magic style made the story stronger.
733,367,1,They walked mainly through the quiet hall.
734,367,2,The student listened mainly to the story.
735,368,1,It was a major day for a walk.
736,368,2,He gave me a major smile after class.
737,369,1,I cleaned the make-up before dinner.
738,369,2,The small make-up fell from the shelf.
739,370,1,The maker was part of the story.
740,370,2,She noticed the maker during the lesson.
741,371,1,The male bird has bright colors.
742,371,2,A male student answered first.
743,372,1,People gathered outside the mall.
744,372,2,The old mall looked clean and bright.
745,373,1,They plan to manage the problem this week.
746,373,2,She tried to manage the task before dinner.
747,374,1,The manager arrived early for work.
748,374,2,Everyone thanked the manager after lunch.
749,375,1,We saw the manner near the window.
750,375,2,My friend described the manner very clearly.
751,376,1,She put the napkin beside her bag.
752,376,2,He found a napkin under the chair.
753,377,1,The class discussed the nation after the video.
754,377,2,This example shows the nation clearly.
755,378,1,We saw a national pattern in the results.
756,378,2,His national style made the story stronger.
757,379,1,The native detail changed the whole plan.
758,379,2,She gave a native answer in class.
759,380,1,This natural example helped the students.
760,380,2,The report used a natural idea clearly.
761,381,1,We walked in nature on Sunday.
762,381,2,Nature is beautiful after rain.
763,382,1,He answered nearly when the teacher asked.
764,382,2,The machine moved nearly across the floor.
765,383,1,This necessary example helped the students.
766,383,2,The report used a necessary idea clearly.
767,384,1,We saw a negative pattern in the results.
768,384,2,His negative style made the story stronger.
769,385,1,She felt nervous before the test.
770,385,2,He looked nervous after the phone call.
